Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements,Returning Child,Missing Episodes,Sibling Group Size,Placed With Siblings,Carer Age,Carer Gender,Carer Ethnicity,Placement Type,Placement Start Date,Move Date,Days Placed,Move Reason,Distance From Home (miles),EH involvement,YOT involvement,Placement Sequence Number
9,Female,Black/Black British - African,4,True,7,1,False,59,Male,Asian/British Asian - Pakistani,Residential,2023-01-07,2023-07-02,176,Behaviour concerns,48.4,True,True,5
11,Female,Asian/British Asian - Indian,0,False,7,3,True,49,Male,White - British,Kinship,2022-12-22,2024-08-14,601,Child requests end,0.28,False,True,1
8,Trans Female,Asian/British Asian - Pakistani,0,False,2,4,True,52,Female,White - British,External Fostering,2022-11-09,2023-10-11,336,Carer requests end,3.29,False,True,1
9,Female,White - British,1,True,0,2,True,36,Female,White - British,In-House Fostering,2022-08-21,2022-10-27,67,Planned move,9.69,True,True,2
12,Female,Asian/British Asian - Pakistani,3,True,6,2,True,60,Female,White - Other,External Fostering,2022-08-07,2022-09-18,42,Planned move,19.42,True,True,4
2,Trans Male,Asian/British Asian - Pakistani,0,False,0,0,False,54,Female,White - Other,In-House Fostering,2023-02-04,2023-04-24,79,Planned move,1.82,False,False,1
8,Male,White - British,2,True,6,0,False,43,Female,White - British,External Fostering,2022-10-04,2023-06-14,253,Placement stability concerns,9.45,True,False,3
6,Female,Asian/British Asian - Pakistani,0,False,3,0,False,59,Trans Male,White - Eastern European,In-House Fostering,2024-03-21,2024-04-17,27,Behaviour concerns,12.97,True,True,1
13,Male,Asian/British Asian - Other,0,False,2,0,False,59,Trans Male,White - British,Kinship,2023-03-28,2023-04-18,21,Planned move,0.32,False,True,1
7,Male,White - Other,0,False,4,5,True,52,Male,White - British,External Fostering,2024-06-20,2024-07-06,16,Placement stability concerns,2.84,True,True,1
7,Female,Asian/British Asian - Indian,1,True,4,1,False,37,Trans Male,Asian/British Asian - Pakistani,In-House Fostering,2023-03-19,2023-04-05,17,Carer requests end,6.69,True,True,2
11,Male,White - British,1,True,1,4,True,58,Male,White - Central European,External Fostering,2023-01-24,2025-05-20,847,Child requests end,18.54,False,False,2
9,Female,Asian/British Asian - Pakistani,0,False,7,3,True,39,Trans Male,Asian/British Asian - Indian,In-House Fostering,2023-12-25,2025-08-05,589,Carer requests end,19.73,False,False,1
13,Trans Male,White - British,0,False,4,3,True,50,Trans Female,Asian/British Asian - Pakistani,External Fostering,2024-08-11,2024-11-18,99,Planned move,18.13,True,True,1
11,Female,White - British,0,False,5,2,True,40,Trans Female,Black/Black British - African,External Fostering,2023-07-02,2023-07-08,6,Placement stability concerns,17.63,True,False,1
11,Male,Asian/British Asian - Pakistani,0,False,3,4,True,41,Female,White - British,In-House Fostering,2025-09-28,2026-06-04,249,Behaviour concerns,8.97,False,True,1
5,Female,White - British,0,False,1,5,True,36,Trans Female,White - British,Kinship,2023-09-04,2024-09-11,373,Allegation,0.0,False,True,1
8,Male,Asian/British Asian - Bangladeshi,0,False,3,3,True,53,Trans Female,White - British,In-House Fostering,2023-03-24,2023-11-20,241,Behaviour concerns,11.44,True,True,1
8,Non binary,Dual Heritage - Black/White,0,False,2,0,False,53,Male,White - British,In-House Fostering,2024-02-19,2027-07-11,1238,Behaviour concerns,15.64,False,True,1
10,Female,White - British,0,False,1,2,True,46,Non binary,Asian/British Asian - Pakistani,External Fostering,2022-12-20,2023-03-07,77,Placement stability concerns,10.98,True,True,1
8,Male,Asian/British Asian - Pakistani,2,True,7,5,True,59,Trans Female,White - Central European,External Fostering,2025-04-04,2026-01-04,275,Planned move,15.5,False,False,3
9,Non binary,Asian/British Asian - Pakistani,2,True,7,1,False,53,Male,White - Other,In-House Fostering,2025-04-30,2025-06-13,44,Planned move,1.54,True,True,3
3,Trans Male,White - British,0,False,4,5,True,56,Female,White - British,Residential,2022-04-09,2022-07-10,92,Behaviour concerns,26.47,False,True,1
12,Male,White - British,2,True,0,3,True,53,Female,White - British,External Fostering,2024-11-08,2032-03-16,2685,Allegation,2.08,True,False,3
0,Female,White - British,4,True,3,5,True,42,Trans Male,White - British,In-House Fostering,2025-03-10,2032-08-23,2723,Child requests end,4.06,False,True,5
12,Male,White - Eastern European,2,True,7,3,True,60,Male,White - British,Kinship,2023-04-01,2023-05-19,48,Planned move,1.13,False,False,3
8,Female,White - British,3,True,1,0,False,57,Female,Asian/British Asian - Pakistani,In-House Fostering,2024-08-24,2026-12-22,850,Allegation,8.18,False,False,4
7,Female,White - British,0,False,4,4,True,50,Non binary,White - British,Kinship,2024-08-21,2033-02-18,3103,Placement stability concerns,4.94,True,True,1
6,Female,Asian/British Asian - Pakistani,2,True,1,2,True,38,Trans Male,White - Central European,In-House Fostering,2025-07-24,2026-06-05,316,Allegation,19.87,True,False,3
11,Female,Black/Black British - African,4,True,3,5,True,53,Male,White - British,External Fostering,2025-09-29,2026-07-03,277,Planned move,10.81,False,True,5
9,Male,White - British,0,False,5,3,True,58,Trans Female,Asian/British Asian - Pakistani,In-House Fostering,2022-04-17,2022-06-25,69,Child requests end,19.54,False,False,1
8,Non binary,Traveller - Other,0,False,7,0,False,36,Male,White - British,Residential,2024-05-01,2025-07-29,454,Planned move,54.9,True,True,1
9,Male,White - Central European,0,False,7,5,True,54,Male,Asian/British Asian - Pakistani,In-House Fostering,2025-10-02,2028-11-05,1130,Allegation,11.7,False,True,1
7,Female,Asian/British Asian - Pakistani,5,True,7,0,False,60,Female,White - British,Residential,2022-01-02,2023-03-12,434,Carer requests end,11.08,True,False,6
7,Male,White - Other,0,False,0,2,True,50,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-05-05,2024-09-20,504,Behaviour concerns,7.99,True,False,1
11,Male,Mixed - White/Black Caribbean,0,False,1,1,False,48,Trans Female,Asian/British Asian - Indian,External Fostering,2024-12-21,2029-01-16,1487,Behaviour concerns,8.23,False,False,1
12,Male,Asian/British Asian - Pakistani,0,False,1,0,False,54,Male,Asian/British Asian - Pakistani,External Fostering,2025-05-30,2025-11-16,170,Child requests end,11.83,False,True,1
0,Female,Asian/British Asian - Pakistani,0,False,6,5,True,41,Female,Asian/British Asian - Pakistani,External Fostering,2022-06-24,2022-09-02,70,Behaviour concerns,8.08,True,False,1
16,Female,Traveller of Irish Heritage,4,True,7,0,False,36,Male,White - British,Kinship,2025-09-19,2026-03-04,166,Allegation,3.26,False,False,5
9,Male,White - British,1,True,0,0,False,58,Trans Male,Asian/British Asian - Chinese,Residential,2024-05-27,2025-09-10,471,Allegation,63.35,True,False,2
3,Male,White - British,5,True,1,0,False,60,Trans Female,White - British,In-House Fostering,2024-06-01,2024-06-24,23,Child requests end,14.28,False,True,6
9,Female,White - British,4,True,5,0,False,42,Male,White - Central European,External Fostering,2025-04-12,2027-09-05,876,Placement stability concerns,1.95,False,False,5
9,Trans Male,White - British,0,False,6,5,True,49,Female,White - Eastern European,In-House Fostering,2023-10-28,2023-11-27,30,Carer requests end,12.0,False,False,1
6,Female,White - British,0,False,6,0,False,54,Male,White - British,External Fostering,2023-04-25,2025-11-25,945,Planned move,0.81,False,False,1
10,Female,White - British,0,False,7,4,True,59,Female,White - British,In-House Fostering,2024-12-05,2025-03-03,88,Placement stability concerns,3.12,False,True,1
16,Trans Female,White - British,0,False,2,1,False,36,Female,White - Central European,Residential,2022-05-07,2022-07-26,80,Planned move,41.57,False,True,1
7,Non binary,White - British,5,True,4,3,True,58,Trans Female,Asian/British Asian - Pakistani,External Fostering,2022-01-04,2022-09-26,265,Carer requests end,1.73,False,False,6
11,Male,Asian/British Asian - Pakistani,5,True,4,1,False,35,Female,Asian/British Asian - Pakistani,External Fostering,2022-03-16,2023-11-17,611,Planned move,13.21,True,True,6
9,Trans Female,White - British,0,False,2,1,False,41,Female,White - British,In-House Fostering,2025-02-23,2026-03-07,377,Allegation,7.18,False,False,1
11,Female,White - British,0,False,2,1,False,35,Trans Female,White - British,In-House Fostering,2023-06-11,2024-05-30,354,Behaviour concerns,14.37,False,False,1
14,Female,Asian/British Asian - Pakistani,2,True,4,0,False,36,Female,White - Other,External Fostering,2022-01-21,2023-09-28,615,Carer requests end,9.67,False,True,3
7,Male,Asian/British Asian - Pakistani,0,False,6,1,False,42,Female,White - Central European,Residential,2025-08-10,2025-08-28,18,Behaviour concerns,49.78,True,False,1
11,Non binary,White - British,0,False,0,5,True,43,Male,White - British,Kinship,2023-02-23,2024-04-02,404,Carer requests end,3.76,False,False,1
4,Male,White - British,3,True,1,0,False,46,Female,White - Central European,External Fostering,2022-11-23,2023-02-03,72,Allegation,2.83,False,True,4
12,Male,Asian/British Asian - Pakistani,0,False,6,1,False,53,Male,White - British,In-House Fostering,2025-06-26,2027-08-19,784,Allegation,0.56,False,True,1
9,Male,White - Central European,2,True,3,3,True,42,Male,Asian/British Asian - Pakistani,In-House Fostering,2023-01-29,2023-04-14,75,Carer requests end,17.49,False,False,3
3,Female,White - British,0,False,6,4,True,39,Female,White - British,Kinship,2023-06-04,2024-02-17,258,Carer requests end,0.39,True,False,1
6,Female,White - British,0,False,0,5,True,37,Male,White - British,In-House Fostering,2025-01-10,2025-01-17,7,Carer requests end,13.94,True,True,1
11,Trans Female,White - British,2,True,6,4,True,45,Male,White - British,In-House Fostering,2023-12-29,2024-01-06,8,Planned move,2.7,True,False,3
10,Trans Male,Asian/British Asian - Other,2,True,4,5,True,54,Female,White - British,Residential,2024-07-23,2024-11-20,120,Placement stability concerns,27.4,False,False,3
7,Male,White - British,5,True,3,2,True,38,Trans Male,Asian/British Asian - Pakistani,External Fostering,2024-05-17,2024-08-22,97,Planned move,2.92,False,True,6
4,Male,White - British,1,True,7,2,True,40,Male,White - British,Residential,2024-02-05,2025-09-22,595,Allegation,18.32,False,False,2
9,Female,Black/Black British - African,0,False,3,4,True,59,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-07-22,2024-07-24,368,Carer requests end,8.32,True,False,1
8,Female,White - British,0,False,7,2,True,57,Male,White - British,In-House Fostering,2025-02-26,2027-03-25,757,Behaviour concerns,5.95,True,True,1
7,Male,Asian/British Asian - Pakistani,0,False,2,2,True,54,Trans Male,White - British,External Fostering,2022-09-15,2022-10-12,27,Carer requests end,11.52,True,True,1
9,Male,White - British,0,False,3,5,True,44,Female,Asian/British Asian - Indian,Kinship,2022-11-04,2023-01-02,59,Child requests end,0.85,True,True,1
10,Male,White - British,1,True,0,4,True,47,Female,White - British,External Fostering,2025-06-09,2027-07-27,778,Child requests end,13.3,True,True,2
7,Female,White - British,2,True,4,4,True,48,Trans Female,White - British,In-House Fostering,2025-04-14,2029-05-20,1497,Allegation,19.1,False,True,3
8,Male,White - British,0,False,1,3,True,50,Male,White - British,Kinship,2023-09-05,2024-01-21,138,Child requests end,0.74,True,False,1
9,Non binary,Asian/British Asian - Pakistani,4,True,0,0,False,36,Female,White - British,In-House Fostering,2022-04-19,2023-03-18,333,Placement stability concerns,17.17,False,False,5
10,Female,Asian/British Asian - Pakistani,2,True,7,1,False,48,Non binary,Asian/British Asian - Pakistani,External Fostering,2025-06-07,2026-12-02,543,Allegation,3.73,True,True,3
7,Female,Asian/British Asian - Pakistani,0,False,4,3,True,48,Male,White - British,Kinship,2022-04-13,2022-05-13,30,Behaviour concerns,1.88,True,True,1
4,Trans Female,White - British,4,True,4,0,False,51,Female,White - British,External Fostering,2025-08-04,2032-12-12,2687,Allegation,12.76,True,True,5
4,Female,Asian/British Asian - Pakistani,3,True,6,5,True,52,Male,White - British,External Fostering,2024-02-28,2025-06-04,462,Planned move,4.41,False,True,4
11,Male,White - British,2,True,1,0,False,42,Male,Asian/British Asian - Pakistani,Kinship,2024-07-19,2024-10-17,90,Placement stability concerns,1.85,True,True,3
15,Female,White - British,3,True,7,2,True,56,Male,White - British,Kinship,2022-05-23,2023-05-07,349,Child requests end,0.93,False,True,4
5,Trans Female,Asian/British Asian - Pakistani,0,False,2,5,True,37,Male,White - British,External Fostering,2022-03-31,2024-08-20,873,Placement stability concerns,13.63,True,False,1
9,Male,Asian/British Asian - Pakistani,3,True,3,5,True,55,Male,White - British,Kinship,2023-05-27,2023-09-09,105,Allegation,1.38,False,False,4
12,Male,Asian/British Asian - Indian,0,False,3,5,True,55,Female,Asian/British Asian - Other,External Fostering,2025-01-04,2028-12-13,1439,Child requests end,5.63,False,True,1
11,Female,Asian/British Asian - Pakistani,0,False,3,3,True,46,Trans Male,White - British,In-House Fostering,2023-11-06,2024-05-28,204,Carer requests end,15.84,False,False,1
8,Male,Asian/British Asian - Pakistani,0,False,2,1,False,38,Female,White - British,Kinship,2022-07-24,2023-07-08,349,Child requests end,3.35,True,True,1
11,Female,White - British,0,False,7,3,True,51,Male,White - British,In-House Fostering,2023-11-18,2024-02-14,88,Allegation,18.05,False,True,1
4,Male,White - British,0,False,4,3,True,44,Female,White - Central European,In-House Fostering,2022-06-21,2022-10-03,104,Planned move,2.14,True,False,1
1,Male,Asian/British Asian - Pakistani,0,False,0,2,True,43,Male,Mixed - White/Black Caribbean,Residential,2022-03-18,2024-08-08,874,Carer requests end,21.99,True,True,1
13,Female,White - British,0,False,5,2,True,43,Female,Asian/British Asian - Pakistani,In-House Fostering,2022-07-01,2022-07-19,18,Planned move,6.85,True,True,1
8,Male,White - British,0,False,3,5,True,58,Female,White - British,In-House Fostering,2025-07-03,2026-03-08,248,Placement stability concerns,8.19,False,True,1
1,Trans Male,Asian/British Asian - Pakistani,5,True,6,2,True,42,Male,Mixed - White/Asian,External Fostering,2025-05-17,2026-06-15,394,Child requests end,7.08,True,True,6
7,Non binary,Asian/British Asian - Pakistani,0,False,7,5,True,50,Female,Asian/British Asian - Pakistani,Residential,2023-12-21,2024-10-14,298,Carer requests end,32.63,False,False,1
0,Trans Male,White - British,1,True,4,2,True,49,Male,White - British,Kinship,2023-01-11,2023-09-06,238,Child requests end,0.6,False,True,2
12,Trans Male,White - British,0,False,5,4,True,38,Male,White - British,In-House Fostering,2023-12-16,2024-01-29,44,Placement stability concerns,9.63,True,False,1
10,Female,Asian/British Asian - Indian,0,False,5,1,False,41,Non binary,White - British,External Fostering,2025-04-09,2026-10-20,559,Child requests end,7.76,False,False,1
6,Female,Asian/British Asian - Pakistani,0,False,5,2,True,58,Female,White - British,Kinship,2022-06-06,2022-07-09,33,Planned move,2.34,True,False,1
2,Female,White - British,0,False,1,2,True,44,Female,White - British,In-House Fostering,2025-03-24,2026-10-25,580,Carer requests end,9.34,False,True,1
1,Male,White - Irish,4,True,7,5,True,49,Trans Female,Asian/British Asian - Bangladeshi,Kinship,2023-11-01,2023-12-18,47,Planned move,2.59,True,False,5
5,Male,Traveller - Other,2,True,0,5,True,40,Female,White - British,In-House Fostering,2024-08-10,2026-04-02,600,Child requests end,17.01,True,True,3
10,Trans Female,Asian/British Asian - Pakistani,0,False,2,5,True,48,Female,Asian/British Asian - Pakistani,External Fostering,2025-04-05,2025-05-28,53,Child requests end,9.25,True,True,1
2,Male,White - British,0,False,2,0,False,40,Male,White - British,External Fostering,2025-06-04,2029-04-08,1404,Placement stability concerns,2.41,True,False,1
8,Female,White - Other,3,True,3,2,True,42,Female,White - British,Kinship,2025-08-25,2026-09-11,382,Carer requests end,4.97,True,False,4
7,Trans Male,White - Central European,1,True,2,4,True,58,Female,Asian/British Asian - Pakistani,In-House Fostering,2023-07-12,2023-10-04,84,Planned move,6.59,False,True,2
9,Female,White - British,0,False,5,0,False,36,Female,Asian/British Asian - Other,External Fostering,2025-09-18,2027-06-12,632,Child requests end,14.1,True,False,1
16,Male,Asian/British Asian - Pakistani,5,True,3,3,True,49,Female,White - British,External Fostering,2023-12-14,2024-11-07,329,Planned move,14.96,False,True,6
6,Female,White - British,4,True,4,2,True,40,Male,White - British,In-House Fostering,2024-06-19,2024-09-01,74,Behaviour concerns,2.56,False,False,5
5,Trans Male,White - British,0,False,1,4,True,37,Non binary,Asian/British Asian - Pakistani,External Fostering,2022-06-07,2023-04-15,312,Child requests end,4.44,True,True,1
