Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement End Time Period,Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home,Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement,
4,Trans Male,White – British,0,True,12,[72],Special Guardianship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,True,677.97,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,14,including Mainstream,['Unknown'],Special Guardianship,False,True,False,
11,Male,Asian/British Asian – Pakistani,0,False,18,[39],Residential,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,True,237.31,False,N/A,6,N/A,10,including Mainstream,['Asian/British Asian – Indian'],Residential,True,False,False,
13,Female,White – British,0,True,16,[42],Special Guardianship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,438.1,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,12,including Mainstream,['Asian/British Asian – Other'],Special Guardianship,False,False,False,
14,Trans Female,White – British,0,True,18,[55],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,812.1,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,9,including Mainstream,['Information Not Yet Obtained'],Kinship,False,False,False,
1,Female,White – British,0,False,18,[75],Adoption,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,183.24,False,N/A,7,N/A,7,including Mainstream,['Asian/British Asian – Bangladeshi'],Adoption,False,True,False,
4,Male,Asian/British Asian – Pakistani,0,True,12,[66],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,259.63,False,Why the child left care entirely,4,Any additional context and comments about the child’s care history,11,including Mainstream,['Black/Black British – African'],Adoption,False,False,False,
8,Female,White – British,0,True,17,[44],Kinship,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,610.02,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,3,including Mainstream,['NULL'],Kinship,False,False,False,
5,Trans Male,White – British,0,True,18,[49],Residential,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,False,199.46,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,17,including Mainstream,['Mixed - White/Asian'],Residential,False,False,False,
0,Male,White - Central European,0,True,18,[47],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Male'],True,False,278.67,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,0,including Mainstream,['Other Ethnic Group'],Residential,False,False,True,
17,Female,White – British,0,True,18,[28],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],True,True,243.35,True,Why the child left care entirely,3,Any additional context and comments about the child’s care history,15,including Mainstream,['Asian/British Asian – Indian'],Adoption,True,False,False,
8,Male,Asian/British Asian – Pakistani,0,True,11,[60],Adoption,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,True,555.66,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,10,including Mainstream,['Traveller – Other'],Adoption,False,True,False,
12,Male,Asian/British Asian – Pakistani,0,True,17,[25],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,360.42,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,2,including Mainstream,['White – Other'],Residential,True,False,False,
7,Male,White – British,0,False,11,[66],Fostering - Short Term,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,871.94,True,N/A,0,N/A,0,including Mainstream,['Traveller – Other'],Short Term Foster,False,False,False,
7,Male,Asian/British Asian – Pakistani,0,True,8,[65],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,723.58,True,Why the child left care entirely,4,Any additional context and comments about the child’s care history,3,including Mainstream,['Traveller of Irish Heritage'],Respite Foster,False,False,False,
13,Female,White – British,0,False,18,[72],Special Guardianship,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,False,13.54,True,N/A,5,N/A,1,including Mainstream,['Asian/British Asian – Bangladeshi'],Special Guardianship,False,True,False,
13,Trans Male,White - Eastern European,0,True,15,[56],Fostering - Long Term,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,681.69,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,16,including Mainstream,['Mixed - White/Asian'],Long Term Foster,False,False,False,
1,Male,Asian/British Asian – Pakistani,0,False,6,[72],Residential,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Indeterminate'],True,False,101.88,False,N/A,7,N/A,6,including Mainstream,['Asian/British Asian – Other'],Residential,False,True,False,
6,Male,Asian/British Asian – Pakistani,0,False,9,[72],Fostering - Emergency,0,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,45.6,False,N/A,5,N/A,0,including Mainstream,['Roma'],Emergency Foster,True,False,False,
11,Male,Asian/British Asian – Pakistani,0,False,12,[30],Special Guardianship,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,561.96,True,N/A,4,N/A,16,including Mainstream,['Unknown'],Special Guardianship,False,False,False,
8,Female,Asian/British Asian – Pakistani,0,True,11,[61],Kinship,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unknown'],True,True,974.64,False,Why the child left care entirely,7,Any additional context and comments about the child’s care history,5,including Mainstream,['Traveller of Irish Heritage'],Kinship,False,True,False,
9,Male,White – British,0,True,10,[46],Residential,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,159.63,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,2,including Mainstream,['White – Other'],Residential,False,False,False,
8,Trans Female,White – British,0,True,11,[39],Fostering - Respite,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,747.7,False,Why the child left care entirely,3,Any additional context and comments about the child’s care history,17,including Mainstream,['Black/Black British – African'],Respite Foster,False,False,False,
17,Trans Female,White – British,0,True,18,[51],Residential,1,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,False,885.43,False,Why the child left care entirely,2,Any additional context and comments about the child’s care history,2,including Mainstream,['Other Ethnic Group'],Residential,False,False,False,
16,Trans Male,Asian/British Asian – Pakistani,0,False,18,[72],Kinship,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unspecified'],True,True,717.65,False,N/A,5,N/A,2,including Mainstream,['Refused'],Kinship,True,True,False,
8,Male,White – British,0,True,12,[28],Adoption,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,252.56,True,Why the child left care entirely,6,Any additional context and comments about the child’s care history,14,including Mainstream,['Mixed - White/Asian'],Adoption,True,False,False,
13,Female,Asian/British Asian – Pakistani,0,True,18,[35],Residential,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,592.92,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,14,including Mainstream,['Asian/British Asian – Bangladeshi'],Residential,True,False,False,
15,Female,White – British,0,False,18,[34],Special Guardianship,1,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,944.27,True,N/A,6,N/A,13,including Mainstream,['Traveller of Irish Heritage'],Special Guardianship,False,False,False,
2,Female,Traveller of Irish Heritage,0,True,5,[45],Fostering - Respite,0,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],False,False,803.43,True,Why the child left care entirely,0,Any additional context and comments about the child’s care history,5,including Mainstream,['Gypsy / Roma'],Respite Foster,True,False,False,
11,Non binary,White – British,0,False,13,[52],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Male'],True,False,143.34,True,N/A,2,N/A,5,including Mainstream,['Black/Black British – Other'],Short Term Foster,True,False,False,
17,Female,Asian/British Asian – Pakistani,0,True,18,[43],Fostering - Respite,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unspecified'],True,False,137.43,False,Why the child left care entirely,8,Any additional context and comments about the child’s care history,14,including Mainstream,['Mixed - White/Black Caribbean'],Respite Foster,False,True,False,
16,Female,White – British,0,True,18,[32],Residential,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['NULL'],True,True,388.23,True,Why the child left care entirely,7,Any additional context and comments about the child’s care history,10,including Mainstream,['Mixed – Other'],Residential,False,False,False,
9,Female,White - Eastern European,0,True,10,[49],Fostering - Respite,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Non binary'],True,True,886.03,True,Why the child left care entirely,8,Any additional context and comments about the child’s care history,17,including Mainstream,['Black/Black British – Caribbean'],Respite Foster,False,False,False,
0,Female,White – British,0,True,18,[72],Fostering - Emergency,5,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Female'],True,False,653.97,False,Why the child left care entirely,5,Any additional context and comments about the child’s care history,15,including Mainstream,['White – British'],Emergency Foster,True,False,False,
2,Trans Male,White – British,0,True,5,[66],Fostering - Short Term,2,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Female'],True,False,516.77,True,Why the child left care entirely,2,Any additional context and comments about the child’s care history,14,including Mainstream,['Traveller of Irish Heritage'],Short Term Foster,False,True,False,
6,Female,White – British,0,False,10,[31],Special Guardianship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,320.26,True,N/A,7,N/A,11,including Mainstream,['White - Central European'],Special Guardianship,False,False,False,
13,Trans Male,Asian/British Asian – Pakistani,0,False,14,[51],Residential,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['NULL'],True,True,785.16,False,N/A,6,N/A,11,including Mainstream,['Gypsy / Roma'],Residential,False,False,False,
12,Male,White – British,0,False,17,[49],Residential,2,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,322.05,False,N/A,4,N/A,8,including Mainstream,['Asian/British Asian – Bangladeshi'],Residential,False,True,True,
11,Female,Asian/British Asian – Pakistani,0,True,17,[29],Adoption,3,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Trans Male'],False,True,15.92,False,Why the child left care entirely,1,Any additional context and comments about the child’s care history,12,including Mainstream,['Gypsy'],Adoption,True,False,False,
11,Female,Asian/British Asian – Pakistani,0,False,18,[59],Residential,3,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Female'],True,False,113.12,True,N/A,4,N/A,7,including Mainstream,['Mixed – Other'],Residential,False,False,True,
10,Trans Male,White – British,0,True,16,[35],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,Reason why most recent placement ended,6 months ago,1,['Unborn'],True,False,464.27,True,Why the child left care entirely,5,Any additional context and comments about the child’s care history,7,including Mainstream,['Asian/British Asian – Other'],Emergency Foster,True,False,False,
1,Male,White – British,0,False,5,[56],Fostering - Emergency,4,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Unknown'],True,True,150.51,False,N/A,1,N/A,1,including Mainstream,['Mixed - White/Asian'],Emergency Foster,False,False,False,
17,Female,Other Ethnic Group,0,False,18,[31],Kinship,5,1,2025-12-21 22:53:40.625587,N/A,N/A,1,['Trans Male'],True,False,935.96,True,N/A,8,N/A,17,including Mainstream,['White – British'],Kinship,False,False,False,
