Child Age At Placement,Child Gender,Child Ethnicity,Child Prior Placements Number,Returning Child,Age Child Left Care,Carer Age,Placement Type,Missing Episodes,Placement Sequence Number,Placement Start Date,Placement End Reason,Placement Time Period (days),Number Of Carers,Carer Gender Composition,Placed With Siblings,Emergency Placement,Distance From Home (miles),Placement Planning Meeting,Reason For Leaving Care,Sibling Group Size,Previous Care History,Age Child Came Into Care,Residential Home Type,Carer Ethnicity Or Religion,Carer Type,EH involvement,Siblings In EH,YOT involvement
12,Trans Male,White - British,0,FALSE,18,66,Kinship,6,1,19/06/2024 00:00,N/A,665,1,Female,TRUE,TRUE,0.83,FALSE,N/A,2,N/A,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,TRUE
6,Female,Asian/British Asian - Pakistani,0,TRUE,18,42,Kinship,3,1,22/06/2024 00:00,Child requests placement end,525,1,Female,TRUE,FALSE,4.16,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,FALSE
10,Trans Female,White - British,0,TRUE,12,41,Fostering - Short Term,2,1,03/12/2023 00:00,Planned move to long-term fostering,704,1,Trans Female,TRUE,FALSE,13.27,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Short Term Foster,TRUE,FALSE,TRUE
14,Female,White - British,0,FALSE,18,66,Fostering - Long Term,6,1,26/02/2025 00:00,N/A,118,1,Male,TRUE,FALSE,16.82,TRUE,N/A,8,N/A,0,including Mainstream,Black/Black British - African,Long Term Foster,FALSE,TRUE,TRUE
5,Female,White - British,0,FALSE,12,30,Kinship,2,1,04/01/2022 00:00,N/A,109,1,Male,TRUE,FALSE,1.6,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,TRUE,TRUE
17,Male,White - Other,0,TRUE,18,35,Fostering - Short Term,3,1,22/11/2022 00:00,Approval removed,944,1,Male,TRUE,FALSE,8.73,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Short Term Foster,TRUE,FALSE,TRUE
11,Trans Male,White - British,0,TRUE,15,46,Adoption,3,1,25/08/2025 00:00,Child requests placement end,107,1,Male,TRUE,FALSE,21.7,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Adoption,TRUE,FALSE,FALSE
7,Male,White - British,0,FALSE,14,68,Residential,7,1,21/05/2025 00:00,N/A,963,1,Male,TRUE,TRUE,39.64,FALSE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Residential,FALSE,FALSE,TRUE
12,Male,White - British,0,TRUE,18,61,Special Guardianship,7,1,08/04/2023 00:00,Planned move to long-term fostering,101,1,Female,TRUE,FALSE,3.79,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Special Guardianship,FALSE,FALSE,TRUE
10,Female,Asian/British Asian - Pakistani,0,FALSE,12,56,Kinship,7,1,04/11/2024 00:00,N/A,218,1,Female,TRUE,TRUE,1.84,FALSE,N/A,8,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
2,Female,Asian/British Asian - Pakistani,0,TRUE,7,62,Kinship,3,1,03/03/2025 00:00,Carer requests placement end due to child's behaviour,146,1,Female,TRUE,FALSE,8.52,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Special Guardianship,FALSE,FALSE,TRUE
17,Trans Male,White - British,0,FALSE,18,41,Fostering - Short Term,7,1,25/05/2022 00:00,N/A,604,1,Male,TRUE,TRUE,17.04,FALSE,N/A,2,N/A,0,including Mainstream,White - British,Short Term Foster,FALSE,TRUE,TRUE
9,Female,White - British,0,TRUE,16,47,Kinship,4,1,03/10/2022 00:00,Carer requests placement end due to child's behaviour,79,1,Male,TRUE,TRUE,5.05,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,FALSE,FALSE
16,Male,White - British,0,TRUE,17,51,Kinship,2,1,25/05/2023 00:00,Planned move to long-term fostering,320,1,Trans Female,TRUE,FALSE,1.2,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Kinship,TRUE,TRUE,TRUE
12,Male,White - British,0,TRUE,18,45,Kinship,4,1,12/02/2024 00:00,Planned move to long-term fostering,899,1,Trans Male,TRUE,FALSE,1.75,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Kinship,TRUE,FALSE,FALSE
7,Female,Other Ethnic Group,0,TRUE,15,69,Kinship,2,1,04/04/2025 00:00,Allegation (S47),67,1,Non binary,TRUE,TRUE,3.71,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Long Term Foster,TRUE,TRUE,FALSE
1,Female,White - British,0,TRUE,9,56,Fostering - Short Term,4,1,21/01/2025 00:00,Carer requests placement end due to child's behaviour,965,1,Trans Male,TRUE,FALSE,0.52,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Kinship,TRUE,FALSE,TRUE
2,Trans Male,White - British,0,TRUE,7,44,Kinship,0,1,18/03/2023 00:00,Child requests placement end,191,1,Male,TRUE,FALSE,3.23,TRUE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Kinship,FALSE,TRUE,TRUE
5,Male,White - British,0,TRUE,8,52,Kinship,6,1,11/08/2023 00:00,Planned move to long-term fostering,877,1,Male,TRUE,TRUE,3.3,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,TRUE
8,Female,White - British,0,FALSE,17,46,Kinship,1,1,07/03/2022 00:00,N/A,47,1,Female,TRUE,FALSE,3.07,TRUE,N/A,3,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,TRUE,FALSE
12,Male,White - British,0,TRUE,16,60,Fostering - Short Term,5,1,03/04/2025 00:00,Approval removed,224,1,Male,TRUE,TRUE,1.64,TRUE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Special Guardianship,FALSE,TRUE,FALSE
1,Male,White - Central European,0,TRUE,12,25,Fostering - Short Term,2,1,17/04/2023 00:00,Approval removed,118,1,Male,TRUE,TRUE,16.52,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Short Term Foster,FALSE,FALSE,TRUE
14,Female,White - British,0,TRUE,17,36,Kinship,1,1,25/11/2022 00:00,Planned move to long-term fostering,49,1,Female,TRUE,FALSE,4.96,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Kinship,FALSE,FALSE,FALSE
14,Female,White - British,0,TRUE,18,25,Fostering - Short Term,5,1,09/06/2025 00:00,Approval removed,182,1,Trans Male,FALSE,TRUE,2.27,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Other,Kinship,TRUE,FALSE,TRUE
2,Female,Asian/British Asian - Pakistani,0,FALSE,5,31,Kinship,3,1,15/09/2022 00:00,N/A,78,1,Trans Female,TRUE,TRUE,3.21,FALSE,N/A,1,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,FALSE,FALSE
7,Female,White - Other,0,FALSE,12,28,Kinship,3,1,22/10/2024 00:00,N/A,615,1,Male,TRUE,FALSE,0.15,TRUE,N/A,5,N/A,0,including Mainstream,Black/Black British - Caribbean,Kinship,TRUE,FALSE,TRUE
15,Female,Gypsy,0,FALSE,16,73,Kinship,4,1,08/01/2022 00:00,N/A,148,1,Trans Female,TRUE,FALSE,3.83,TRUE,N/A,2,N/A,0,including Mainstream,White - British,Kinship,FALSE,TRUE,TRUE
14,Female,White - British,0,TRUE,16,75,Fostering - Emergency,0,1,19/01/2022 00:00,Child requests placement end,186,1,Trans Female,FALSE,FALSE,4.72,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,White - Other,Emergency Foster,FALSE,FALSE,TRUE
9,Male,Asian/British Asian - Pakistani,0,FALSE,14,62,Fostering - Short Term,5,1,01/04/2024 00:00,N/A,556,1,Male,TRUE,FALSE,0.7,TRUE,N/A,8,N/A,0,including Mainstream,Mixed - White/Black African,Short Term Foster,FALSE,TRUE,TRUE
2,Female,White - British,0,TRUE,11,66,Kinship,5,1,31/07/2025 00:00,Allegation (S47),235,1,Male,TRUE,FALSE,0.01,FALSE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Black Caribbean,Kinship,FALSE,FALSE,FALSE
5,Trans Female,Asian/British Asian - Other,0,FALSE,11,65,Special Guardianship,5,1,07/04/2024 00:00,N/A,7,1,Male,TRUE,TRUE,14.35,TRUE,N/A,4,N/A,0,including Mainstream,Gypsy,Special Guardianship,TRUE,TRUE,FALSE
12,Male,Asian/British Asian - Pakistani,0,TRUE,14,25,Fostering - Short Term,2,1,21/09/2024 00:00,Allegation (S47),7,1,Female,TRUE,TRUE,14.51,TRUE,Why the child left care entirely,5,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - Other,Long Term Foster,FALSE,FALSE,TRUE
12,Trans Female,White - British,0,FALSE,15,31,Kinship,4,1,03/08/2025 00:00,N/A,585,1,Female,TRUE,FALSE,1.53,TRUE,N/A,3,N/A,0,including Mainstream,Gypsy,Kinship,TRUE,TRUE,TRUE
9,Trans Female,Asian/British Asian - Other,0,TRUE,15,62,Fostering - Short Term,4,1,06/12/2023 00:00,Planned move to long-term fostering,82,1,Trans Female,TRUE,TRUE,1.49,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,Mixed - White/Asian,Short Term Foster,TRUE,TRUE,FALSE
17,Male,White - British,0,TRUE,18,44,Fostering - Short Term,2,1,24/07/2023 00:00,Allegation (S47),321,1,Female,TRUE,FALSE,83.94,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,White - Irish,Residential,FALSE,TRUE,TRUE
9,Female,White - British,0,TRUE,18,69,Fostering - Short Term,4,1,17/02/2024 00:00,Approval removed,190,1,Trans Male,FALSE,TRUE,1.56,FALSE,Why the child left care entirely,1,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,TRUE,FALSE,FALSE
11,Male,Asian/British Asian - Pakistani,0,FALSE,15,54,Kinship,3,1,27/09/2022 00:00,N/A,6,1,Non binary,TRUE,FALSE,2.48,TRUE,N/A,4,N/A,0,including Mainstream,White - British,Kinship,TRUE,TRUE,TRUE
9,Trans Female,Asian/British Asian - Pakistani,0,TRUE,11,66,Fostering - Short Term,5,1,18/10/2024 00:00,Approval removed,271,1,Trans Female,TRUE,FALSE,4.34,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,FALSE,FALSE
14,Male,White - British,0,FALSE,16,71,Kinship,4,1,15/02/2025 00:00,N/A,129,1,Trans Female,TRUE,FALSE,4.87,TRUE,N/A,4,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,TRUE,FALSE,FALSE
7,Male,Asian/British Asian - Indian,0,TRUE,11,38,Fostering - Short Term,4,1,23/07/2024 00:00,Approval removed,616,1,Male,TRUE,TRUE,12.84,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - African,Special Guardianship,TRUE,TRUE,TRUE
16,Female,White - Other,0,TRUE,18,69,Fostering - Short Term,4,1,22/09/2023 00:00,Carer requests placement end due to child's behaviour,885,1,Male,TRUE,FALSE,9.32,TRUE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Long Term Foster,FALSE,TRUE,TRUE
13,Female,White - British,0,FALSE,15,64,Fostering - Short Term,1,1,15/12/2022 00:00,N/A,518,1,Female,TRUE,TRUE,14.76,TRUE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Indian,Short Term Foster,TRUE,FALSE,FALSE
6,Female,Asian/British Asian - Bangladeshi,0,TRUE,8,33,Fostering - Short Term,6,1,02/07/2024 00:00,Approval removed,59,1,Trans Male,TRUE,TRUE,57.93,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Residential,TRUE,TRUE,TRUE
4,Trans Female,White - British,0,FALSE,10,31,Kinship,6,1,19/03/2024 00:00,N/A,962,1,Trans Male,TRUE,FALSE,4.43,FALSE,N/A,3,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,TRUE,FALSE
6,Female,Mixed - White/Black African,0,FALSE,7,65,Kinship,2,1,16/09/2024 00:00,N/A,147,1,Male,FALSE,TRUE,0.2,FALSE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Chinese,Kinship,TRUE,FALSE,FALSE
2,Trans Male,White - British,0,TRUE,14,71,Fostering - Short Term,2,1,22/11/2022 00:00,Approval removed,844,1,Male,TRUE,TRUE,2.53,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,Gypsy / Roma,Kinship,TRUE,FALSE,FALSE
16,Female,White - British,0,TRUE,18,60,Kinship,2,1,04/11/2024 00:00,Allegation (S47),869,1,Female,TRUE,FALSE,4.59,FALSE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Kinship,FALSE,TRUE,TRUE
10,Male,White - British,0,FALSE,17,73,Kinship,4,1,16/03/2022 00:00,N/A,232,1,Trans Male,TRUE,TRUE,0.08,FALSE,N/A,8,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,TRUE,TRUE
9,Female,White - British,0,TRUE,18,35,Fostering - Short Term,7,1,18/10/2023 00:00,Approval removed,327,1,Female,TRUE,FALSE,3.36,FALSE,Why the child left care entirely,2,Any additional context and comments about the child's care history,0,including Mainstream,White - Central European,Kinship,FALSE,TRUE,FALSE
7,Male,White - British,0,TRUE,9,75,Fostering - Short Term,5,1,05/04/2023 00:00,Allegation (S47),30,1,Female,TRUE,TRUE,14.12,FALSE,Why the child left care entirely,0,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Special Guardianship,TRUE,FALSE,TRUE
17,Trans Female,White - British,0,TRUE,18,70,Kinship,2,1,25/08/2025 00:00,Carer requests placement end due to child's behaviour,274,1,Male,TRUE,TRUE,2.93,FALSE,Why the child left care entirely,4,Any additional context and comments about the child's care history,0,including Mainstream,Traveller - Other,Kinship,FALSE,TRUE,FALSE
8,Trans Female,White - British,0,FALSE,14,65,Kinship,7,1,13/07/2023 00:00,N/A,784,1,Non binary,TRUE,TRUE,4.18,FALSE,N/A,1,N/A,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,FALSE,FALSE
6,Male,Asian/British Asian - Pakistani,0,FALSE,18,37,Kinship,3,1,17/01/2022 00:00,N/A,779,1,Male,TRUE,FALSE,1.7,TRUE,N/A,2,N/A,0,including Mainstream,Other Ethnic Group,Kinship,FALSE,TRUE,TRUE
9,Male,White - British,0,TRUE,12,63,Kinship,1,1,17/01/2023 00:00,Allegation (S47),55,1,Trans Female,TRUE,TRUE,0.73,TRUE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,TRUE,TRUE,TRUE
15,Female,White - British,0,TRUE,16,31,Fostering - Short Term,6,1,12/06/2022 00:00,Approval removed,120,1,Male,TRUE,TRUE,0.83,FALSE,Why the child left care entirely,6,Any additional context and comments about the child's care history,0,including Mainstream,Black/Black British - Other,Special Guardianship,FALSE,TRUE,TRUE
14,Trans Male,Asian/British Asian - Indian,0,FALSE,16,48,Kinship,0,1,09/07/2022 00:00,N/A,985,1,Trans Male,TRUE,TRUE,4.27,TRUE,N/A,3,N/A,0,including Mainstream,White - British,Kinship,FALSE,FALSE,FALSE
1,Male,White - British,0,FALSE,11,62,Fostering - Emergency,7,1,21/02/2024 00:00,N/A,2,1,Male,TRUE,TRUE,9.44,FALSE,N/A,7,N/A,0,including Mainstream,Gypsy / Roma,Emergency Foster,TRUE,TRUE,FALSE
8,Male,Asian/British Asian - Bangladeshi,0,TRUE,14,45,Kinship,6,1,15/09/2025 00:00,Child requests placement end,82,1,Female,TRUE,TRUE,1.08,FALSE,Why the child left care entirely,7,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Chinese,Kinship,FALSE,TRUE,TRUE
15,Male,White - Central European,0,TRUE,18,46,Fostering - Short Term,0,1,25/07/2022 00:00,Approval removed,69,1,Male,TRUE,TRUE,0.62,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Short Term Foster,FALSE,TRUE,FALSE
17,Trans Male,White - British,0,FALSE,18,44,Kinship,3,1,02/09/2022 00:00,N/A,70,1,Trans Female,TRUE,FALSE,3.12,FALSE,N/A,3,N/A,0,including Mainstream,Asian/British Asian - Bangladeshi,Kinship,FALSE,FALSE,FALSE
10,Non binary,White - British,0,FALSE,13,41,Kinship,6,1,13/01/2024 00:00,N/A,806,1,Male,TRUE,FALSE,3.49,TRUE,N/A,4,N/A,0,including Mainstream,Asian/British Asian - Pakistani,Kinship,FALSE,FALSE,TRUE
5,Female,White - British,0,TRUE,9,61,Kinship,0,1,29/06/2022 00:00,Child requests placement end,66,1,Male,TRUE,TRUE,3.59,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,TRUE,FALSE,FALSE
8,Female,Asian/British Asian - Pakistani,0,FALSE,10,67,Kinship,7,1,23/08/2024 00:00,N/A,838,1,Male,TRUE,FALSE,2.96,TRUE,N/A,7,N/A,0,including Mainstream,White - Eastern European,Kinship,TRUE,TRUE,TRUE
17,Male,White - British,0,TRUE,18,48,Fostering - Short Term,0,1,16/12/2022 00:00,Approval removed,40,1,Female,TRUE,FALSE,0.51,TRUE,Why the child left care entirely,8,Any additional context and comments about the child's care history,0,including Mainstream,White - British,Kinship,FALSE,FALSE,TRUE
17,Female,Asian/British Asian - Pakistani,0,FALSE,18,62,Fostering - Short Term,2,1,14/08/2024 00:00,N/A,990,1,Female,FALSE,FALSE,11.21,TRUE,N/A,0,N/A,0,including Mainstream,Black/Black British - African,Short Term Foster,TRUE,FALSE,TRUE
6,Female,White - British,0,FALSE,11,33,Kinship,7,1,18/10/2024 00:00,N/A,625,1,Female,TRUE,TRUE,3.21,TRUE,N/A,4,N/A,0,including Mainstream,White - Irish,Kinship,TRUE,TRUE,FALSE
14,Female,White - British,0,TRUE,18,52,Kinship,3,1,28/03/2023 00:00,Planned move to long-term fostering,545,1,Female,TRUE,TRUE,2.36,TRUE,Why the child left care entirely,3,Any additional context and comments about the child's care history,0,including Mainstream,Asian/British Asian - Indian,Kinship,FALSE,TRUE,TRUE
17,Female,White - British,0,FALSE,18,50,Adoption,1,1,09/07/2022 00:00,N/A,374,1,Trans Female,TRUE,FALSE,1.62,TRUE,N/A,7,N/A,0,including Mainstream,Mixed - White/Black Caribbean,Adoption,FALSE,FALSE,TRUE
